idx,age-bin,employment-type,education-num,occupation,race,sex,weekly-hours-bin,compensation
5324,9,1,9,10,4,0,5,0
5325,3,0,9,9,4,1,5,1
5326,7,1,12,0,4,1,0,0
5327,7,1,6,5,1,1,2,0
5328,1,1,8,10,4,1,2,0
5329,7,1,3,5,4,1,4,0
5330,8,1,8,1,4,1,3,0
5331,4,1,8,1,4,1,2,1
5332,4,2,14,8,4,1,4,1
5333,3,2,8,6,4,0,2,0
5334,5,2,12,2,4,1,4,0
5335,3,1,9,1,4,1,4,0
5336,6,0,13,8,4,1,2,0
5337,5,2,14,8,4,1,1,1
5338,4,0,15,8,4,1,7,1
5339,5,1,9,0,4,1,4,1
5340,5,1,8,0,4,1,2,1
5341,6,0,9,1,4,1,2,1
5342,4,2,14,8,4,1,3,1
5343,6,1,10,5,4,1,2,0
5344,0,0,9,6,4,0,2,0
5345,0,1,2,6,4,1,4,0
5346,1,1,12,10,4,1,3,1
5347,4,2,9,3,4,1,6,0
5348,4,1,10,5,4,0,1,0
5349,5,1,8,1,4,1,2,0
5350,2,1,11,10,4,0,2,0
5351,1,1,8,0,4,0,2,0
5352,1,1,9,4,4,1,0,0
5353,3,1,8,2,4,0,2,0
5354,0,1,8,5,4,1,2,0
5355,6,1,13,12,4,1,4,1
5356,6,0,14,9,4,1,2,1
5357,6,1,10,2,4,0,3,0
5358,2,1,9,9,4,1,3,0
5359,6,2,12,2,4,1,5,0
5360,1,1,9,8,4,0,0,0
5361,3,2,8,2,4,1,5,0
5362,7,1,1,1,4,1,2,0
5363,0,1,9,4,4,1,1,0
5364,2,1,8,5,4,1,3,0
5365,3,1,6,5,2,1,2,0
5366,1,1,8,1,4,1,2,0
5367,0,1,4,7,4,1,2,0
5368,3,1,9,6,4,1,5,0
5369,6,1,1,5,4,1,2,0
5370,5,1,8,0,4,0,2,0
5371,8,2,3,1,4,1,2,0
5372,3,1,12,8,4,1,4,0
5373,2,1,9,12,4,1,4,0
5374,0,1,4,10,4,0,1,0
5375,8,2,12,8,4,1,2,1
5376,5,1,9,2,4,1,5,1
5377,8,1,8,5,4,1,2,0
5378,6,1,8,2,2,0,2,1
5379,8,1,4,5,4,1,2,0
5380,3,1,4,5,4,1,4,0
5381,7,1,12,8,4,1,3,1
5382,8,1,8,4,4,1,2,1
5383,7,1,10,12,4,1,5,1
5384,8,2,13,8,4,1,2,1
5385,0,1,9,0,3,0,2,0
5386,6,1,10,11,4,0,2,0
5387,1,1,9,8,4,0,2,0
5388,4,1,8,2,4,1,2,0
5389,5,1,9,11,4,1,2,0
5390,0,1,8,6,4,0,1,0
5391,8,1,15,8,4,1,4,1
5392,3,0,8,12,4,0,1,0
5393,7,1,9,1,4,1,2,1
5394,7,0,9,0,2,0,2,0
5395,7,1,11,12,4,1,4,0
5396,1,1,9,10,2,0,2,0
5397,6,1,13,11,1,1,2,1
5398,5,1,8,6,4,0,2,0
5399,7,2,9,1,4,1,2,0
5400,8,0,11,0,2,0,2,0
5401,4,1,9,11,0,0,2,0
5402,3,1,8,1,4,1,2,0
5403,2,1,9,0,4,1,2,0
5404,0,1,9,0,4,0,0,0
5405,3,1,9,8,2,1,2,0
5406,5,1,9,10,4,0,0,0
5407,1,1,11,0,4,0,0,0
5408,1,1,10,11,4,0,2,0
5409,2,0,9,11,4,0,2,0
5410,3,1,12,6,4,0,2,0
5411,1,1,9,2,4,0,3,0
5412,5,1,5,1,1,1,3,0
5413,7,0,8,0,4,0,2,0
5414,8,1,3,6,4,0,2,0
5415,3,1,8,5,4,1,2,0
5416,3,1,8,1,4,1,2,1
5417,6,2,8,2,4,1,5,1
5418,5,0,8,2,4,1,2,1
5419,7,1,8,9,4,1,2,1
5420,3,1,12,12,4,1,2,0
5421,6,0,12,0,4,1,3,1
5422,1,1,9,0,4,1,2,0
5423,7,2,10,2,4,1,5,1
5424,0,1,8,1,4,1,0,0
5425,0,1,5,6,4,0,2,0
5426,2,1,8,1,4,1,2,0
5427,5,1,11,8,4,0,3,0
5428,1,2,9,3,4,1,2,0
5429,0,1,9,11,4,0,0,0
5430,6,1,8,12,4,1,4,0
5431,0,1,7,6,2,1,0,0
5432,4,1,9,10,4,0,2,0
5433,2,1,4,5,4,1,2,0
5434,3,1,10,2,2,0,3,0
5435,6,1,8,12,2,1,0,0
5436,7,1,10,2,4,1,2,1
5437,3,1,9,1,4,1,3,0
5438,6,2,9,2,4,1,5,0
5439,3,1,8,10,4,1,3,0
5440,3,1,13,10,4,1,2,1
5441,4,1,9,6,4,1,4,0
5442,6,1,9,6,4,0,3,0
5443,4,2,9,2,4,1,5,0
5444,7,1,11,5,4,1,2,1
5445,3,1,13,8,4,0,4,1
5446,4,2,8,5,4,1,6,0
5447,9,2,9,10,4,1,2,0
5448,7,2,5,3,4,1,6,0
5449,1,1,8,4,4,1,2,0
5450,8,1,9,1,4,1,2,0
5451,0,1,5,10,4,0,0,0
5452,0,1,7,6,4,1,0,0
5453,8,1,8,5,4,0,2,0
5454,6,1,12,2,4,1,2,1
5455,2,1,9,2,2,0,2,0
5456,8,1,1,6,4,1,2,0
5457,4,2,8,2,4,1,5,0
5458,5,1,13,8,4,1,2,1
5459,3,1,12,2,4,1,2,0
5460,0,1,9,0,4,0,1,0
5461,7,1,12,2,4,1,5,1
5462,1,1,9,12,4,0,1,0
5463,7,1,13,8,4,1,5,0
5464,2,1,1,7,4,0,2,0
5465,0,1,5,6,4,1,0,0
5466,1,1,8,4,4,1,2,0
5467,6,1,9,12,4,1,4,0
5468,3,1,8,6,0,0,2,0
5469,4,1,8,1,4,1,2,0
5470,9,2,12,2,4,1,0,1
5471,0,1,9,6,4,1,1,0
5472,0,1,5,6,4,1,0,0
5473,4,1,8,0,2,1,2,0
5474,1,1,9,5,4,1,1,0
5475,5,1,9,1,4,1,2,0
5476,10,2,8,3,4,1,2,0
5477,3,1,9,1,4,1,2,0
5478,3,1,11,1,4,1,2,1
5479,0,1,5,5,4,1,2,0
5480,0,1,8,0,4,0,2,0
5481,2,1,8,4,4,1,2,0
5482,9,2,5,10,4,1,1,0
5483,9,1,13,10,4,1,4,0
5484,9,1,13,8,4,0,2,0
5485,7,1,9,12,4,1,5,0
5486,1,1,12,8,4,0,2,0
5487,7,2,8,3,4,1,5,0
5488,2,1,12,1,4,1,5,1
5489,3,1,6,10,4,0,0,0
5490,7,1,8,5,4,1,4,0
5491,7,1,3,1,2,1,4,0
5492,3,0,12,8,4,1,2,1
5493,5,0,3,6,2,0,2,0
5494,3,2,9,5,4,1,2,0
5495,8,1,9,1,4,1,2,0
5496,5,2,9,5,4,1,2,1
5497,4,2,13,10,4,1,3,1
5498,4,1,1,3,4,1,7,0
5499,2,1,8,6,0,1,1,0
5500,0,1,8,1,4,1,2,0
5501,2,1,9,12,4,1,3,0
5502,8,1,5,5,2,1,2,0
5503,4,1,13,10,4,1,3,1
5504,8,2,5,1,4,1,2,0
5505,5,2,8,10,4,1,4,0
5506,5,2,8,1,4,1,2,0
5507,3,1,8,1,4,1,2,0
5508,3,0,8,2,4,1,4,0
5509,9,0,4,0,4,1,2,0
5510,4,1,12,8,4,0,0,1
5511,2,1,12,10,2,0,0,0
5512,0,1,8,6,4,1,1,0
5513,1,1,8,0,4,0,3,0
5514,3,1,9,0,4,0,2,0
5515,3,0,11,9,4,1,3,0
5516,2,1,12,0,4,0,4,0
5517,0,1,9,0,1,0,0,0
5518,0,1,9,12,4,1,1,0
5519,3,0,12,0,4,1,3,1
5520,1,1,9,1,4,1,2,0
5521,3,1,8,1,4,1,3,0
5522,5,1,8,2,4,0,2,0
5523,3,2,8,10,4,1,4,0
5524,9,1,8,12,1,0,0,0
5525,3,1,8,4,4,1,2,0
5526,8,2,9,1,4,1,1,0
5527,7,1,8,6,4,1,4,0
5528,2,1,12,2,4,1,4,0
5529,2,1,10,0,2,0,2,0
5530,8,2,8,1,4,1,5,1
5531,3,1,9,5,2,0,2,0
5532,1,1,9,0,4,1,1,0
5533,2,1,8,2,4,1,4,0
5534,0,1,6,6,4,0,0,0
5535,1,0,9,0,4,0,3,0
5536,3,1,12,2,4,0,2,0
5537,4,1,8,1,4,1,2,1
5538,3,2,13,1,4,1,2,0
5539,8,1,8,5,4,0,2,1
5540,1,1,5,6,4,0,2,0
5541,3,1,8,12,4,1,5,0
5542,5,1,8,1,4,1,2,0
5543,5,1,12,8,4,1,3,0
5544,8,2,9,11,4,1,2,1
5545,5,1,13,8,4,1,2,0
5546,1,1,9,12,4,1,1,0
5547,5,2,12,10,4,1,4,1
5548,4,1,9,10,4,1,5,0
5549,5,1,9,8,4,0,1,1
5550,0,0,8,4,2,1,2,0
5551,6,1,9,1,4,1,2,0
5552,6,1,9,0,4,0,2,0
5553,3,1,12,0,2,0,2,0
5554,7,1,9,0,4,0,0,1
5555,10,1,9,10,4,1,2,1
5556,7,1,8,1,4,1,5,0
5557,4,1,8,10,4,1,2,0
5558,7,1,9,1,4,1,4,1
5559,4,1,8,6,4,0,1,1
5560,2,1,5,4,4,1,2,0
5561,3,1,12,8,4,1,5,1
5562,3,1,12,8,4,1,4,1
5563,0,1,4,10,4,0,2,0
5564,3,0,9,1,4,1,2,0
5565,8,2,12,2,4,1,5,0
5566,4,1,12,8,4,0,2,1
5567,1,1,9,11,4,0,0,0
5568,1,1,6,10,4,0,2,0
5569,1,1,12,8,4,1,4,0
5570,2,1,12,8,4,1,3,0
5571,2,1,8,0,4,0,2,0
5572,3,1,9,0,4,0,2,0
5573,5,1,9,5,4,0,2,1
5574,7,1,8,1,4,1,2,0
5575,3,1,10,1,4,1,2,0
5576,8,1,1,5,4,1,2,0
5577,3,1,8,6,4,0,2,0
5578,0,1,8,0,4,0,0,0
5579,1,1,8,1,4,0,2,0
5580,4,0,9,2,4,1,2,0
5581,4,1,8,7,2,0,1,0
5582,3,2,8,2,4,1,4,0
5583,5,2,12,2,4,1,6,1
5584,6,2,7,1,2,1,2,0
5585,1,1,10,12,4,1,2,0
5586,9,2,15,8,4,1,5,1
5587,3,1,8,5,2,1,2,0
5588,6,1,12,8,4,1,2,1
5589,7,1,2,5,1,1,2,0
5590,5,1,8,1,4,1,0,0
5591,3,1,8,6,4,0,2,0
5592,7,1,8,5,4,1,2,0
5593,8,1,2,3,4,1,1,0
5594,2,1,12,2,4,1,3,0
5595,3,1,8,3,4,1,2,0
5596,4,2,5,12,4,1,4,1
5597,4,1,12,2,1,1,4,1
5598,6,0,8,12,4,1,1,0
5599,0,1,8,12,4,1,2,0
5600,1,1,12,8,4,0,2,0
5601,8,1,8,2,4,1,4,1
5602,8,1,12,6,4,0,2,0
5603,4,1,5,1,4,0,2,0
5604,5,1,9,5,4,1,2,0
5605,3,1,8,1,4,1,2,0
5606,3,1,12,10,2,0,2,0
5607,6,1,4,6,4,0,4,0
5608,2,1,8,4,4,1,2,0
5609,3,1,8,6,4,0,2,0
5610,4,1,8,5,4,1,2,0
5611,2,1,9,11,4,0,2,0
5612,0,1,6,12,4,1,5,0
5613,1,1,8,1,4,1,5,1
5614,5,1,8,1,4,1,3,0
5615,1,1,8,1,4,1,2,0
5616,10,0,6,2,4,1,0,0
5617,6,1,5,0,3,0,3,0
5618,7,1,13,8,4,0,4,1
5619,3,1,8,5,4,1,2,0
5620,7,1,11,10,4,1,4,1
5621,5,1,12,2,4,1,2,1
5622,3,1,2,3,1,1,2,0
5623,7,1,12,2,4,1,3,1
5624,7,1,10,11,4,1,2,1
5625,5,1,8,5,4,1,2,0
5626,3,1,12,10,4,0,1,1
5627,3,1,9,2,4,1,2,1
5628,2,1,12,8,4,1,3,0
5629,3,2,10,10,4,1,2,0
5630,1,1,8,4,4,1,2,0
5631,9,1,8,10,4,1,2,1
5632,4,2,8,10,4,1,4,1
5633,1,1,9,11,4,1,2,0
5634,3,2,11,10,4,1,4,0
5635,8,2,5,2,4,1,5,1
5636,6,1,9,6,4,0,2,0
5637,7,0,8,12,2,1,5,0
5638,3,1,8,4,2,1,2,0
5639,7,1,8,2,4,1,5,1
5640,3,1,8,8,4,1,2,1
5641,3,1,8,1,4,1,2,0
5642,2,0,9,3,4,1,2,0
5643,1,1,9,6,4,0,2,0
5644,4,1,12,8,4,0,2,0
5645,8,2,8,10,4,1,4,1
5646,8,2,12,10,4,0,1,0
5647,3,1,11,0,1,0,5,1
5648,5,1,12,0,4,1,2,0
5649,2,0,10,0,4,1,3,0
5650,10,2,12,2,4,1,0,1
5651,5,1,8,12,4,1,2,1
5652,2,2,3,12,4,1,7,0
5653,5,1,8,6,1,1,5,0
5654,2,1,10,11,4,1,2,0
5655,2,2,9,6,4,0,4,0
5656,5,2,8,10,4,1,6,1
5657,2,1,9,6,4,1,2,0
5658,1,1,9,0,2,0,1,0
5659,7,2,8,1,4,1,5,1
5660,8,1,8,0,4,0,0,0
5661,5,1,12,10,4,1,2,0
5662,1,1,10,0,4,0,2,0
5663,6,1,8,12,0,1,2,0
5664,9,1,8,1,4,1,2,0
5665,3,0,11,6,4,1,2,0
5666,1,1,5,0,4,0,2,0
5667,5,1,8,5,4,0,1,0
5668,6,2,8,2,4,1,3,0
5669,5,1,8,10,4,0,3,0
5670,4,1,8,3,3,1,2,0
5671,8,1,4,1,4,1,2,0
5672,5,1,11,0,2,0,1,0
5673,3,1,12,10,4,1,5,0
5674,2,1,12,8,4,1,2,0
5675,2,0,12,8,4,1,2,0
5676,5,2,12,2,4,1,6,0
5677,6,2,8,2,1,1,2,0
5678,6,0,9,8,2,1,4,1
5679,1,1,9,5,4,1,2,0
5680,3,1,12,2,4,1,2,0
5681,4,1,8,12,2,1,4,0
5682,7,2,8,3,4,1,7,0
5683,8,2,5,1,4,1,0,0
5684,6,1,9,0,4,0,5,0
5685,8,0,4,12,4,1,2,0
5686,8,1,6,0,4,0,2,0
5687,7,1,9,1,4,1,5,0
5688,3,1,12,8,4,1,2,0
5689,5,1,13,8,4,0,2,0
5690,1,1,8,1,4,1,5,0
5691,1,1,7,6,4,0,1,0
5692,6,2,10,2,4,1,5,0
5693,3,1,9,5,4,1,2,0
5694,5,2,12,8,4,0,6,1
5695,2,1,9,0,4,0,1,0
5696,3,1,8,12,4,1,7,1
5697,8,1,4,12,2,1,2,0
5698,3,1,8,12,4,1,3,0
5699,0,0,9,0,4,1,0,0
5700,0,1,9,10,4,0,0,0
5701,3,1,9,0,4,1,2,0
5702,3,1,4,6,4,0,2,0
5703,8,2,8,1,4,1,2,0
5704,8,1,4,11,4,0,1,0
5705,3,1,9,10,4,1,3,0
5706,3,1,8,6,4,0,2,0
5707,3,1,8,6,4,1,2,0
5708,7,1,8,5,4,1,2,0
5709,8,1,8,1,4,1,2,0
5710,8,1,8,0,2,0,2,0
5711,5,1,4,4,4,1,2,0
5712,8,1,8,1,2,1,2,0
5713,2,0,12,8,4,1,2,1
5714,0,2,6,3,4,1,1,0
5715,5,1,9,1,4,1,2,0
5716,8,1,5,6,4,0,2,0
5717,4,1,8,2,4,1,2,1
5718,6,1,8,6,4,0,1,0
5719,4,1,8,6,4,0,2,0
5720,0,1,8,1,4,0,2,0
5721,5,1,11,5,4,1,2,0
5722,8,1,8,0,4,1,3,0
5723,4,1,13,2,4,1,2,1
5724,5,1,8,1,4,1,2,1
5725,2,1,14,8,4,0,1,0
5726,8,2,8,0,4,1,4,0
5727,3,0,9,9,4,1,2,1
5728,8,1,9,2,4,1,2,1
5729,8,1,8,5,4,1,2,0
5730,1,1,8,12,4,1,6,0
5731,8,1,7,12,4,1,2,0
5732,7,0,13,2,4,0,4,1
5733,6,0,13,8,4,1,5,1
5734,0,1,8,10,1,0,2,0
5735,8,1,8,6,4,0,2,0
5736,7,2,8,1,4,1,5,1
5737,5,1,12,11,1,0,4,0
5738,4,1,8,6,4,1,1,0
5739,8,1,9,0,4,0,2,0
5740,1,1,9,2,4,1,4,0
5741,9,1,9,8,4,1,2,0
5742,7,1,12,8,4,1,3,0
5743,6,1,8,3,4,1,6,0
5744,6,0,9,11,4,1,2,0
5745,9,0,12,0,4,1,2,0
5746,3,1,12,2,2,1,2,1
5747,3,1,9,0,4,1,2,0
5748,4,1,10,10,4,1,4,1
5749,1,1,8,6,4,0,4,0
5750,3,1,9,1,4,1,2,0
5751,3,1,10,6,2,0,2,0
5752,8,1,8,12,4,1,4,0
5753,8,0,4,6,4,1,2,0
5754,2,0,13,8,4,0,0,1
5755,8,1,8,0,4,0,2,0
5756,6,1,8,1,4,1,3,0
5757,7,2,9,2,4,1,5,0
5758,8,2,9,2,4,1,5,1
5759,0,1,9,6,4,0,0,0
5760,4,2,11,2,4,1,4,1
5761,3,2,9,2,1,0,6,0
5762,2,1,8,1,4,1,2,0
5763,6,0,4,6,2,0,2,0
5764,4,2,13,2,4,1,2,0
5765,2,1,12,10,2,0,2,0
5766,3,1,9,12,4,1,5,0
5767,0,1,9,6,4,1,0,0
5768,8,1,8,1,4,1,3,0
5769,4,1,11,10,4,0,2,0
5770,5,1,8,6,4,0,2,0
5771,3,1,12,8,4,0,2,0
5772,4,2,12,10,4,1,2,0
5773,2,1,8,2,4,0,4,0
5774,2,1,9,10,4,1,1,0
5775,3,1,8,1,4,1,4,0
5776,7,1,8,12,4,1,5,0
5777,1,1,12,0,4,1,2,0
5778,10,1,8,9,4,0,1,0
5779,1,1,9,0,4,1,2,0
5780,8,1,8,2,4,0,2,0
5781,6,2,3,2,4,1,5,1
5782,6,1,8,4,4,1,5,0
5783,8,1,9,6,4,0,4,0
5784,10,1,15,8,4,1,2,1
5785,0,1,9,0,4,0,0,0
5786,3,1,8,1,1,1,2,0
5787,2,1,12,10,4,1,1,0
5788,5,1,12,10,4,1,2,1
5789,8,1,8,1,4,1,2,1
5790,10,2,14,3,4,1,0,0
5791,7,1,14,8,4,1,5,1
5792,3,0,9,2,4,1,2,0
5793,3,1,5,6,4,0,2,0
5794,8,0,8,9,0,1,2,1
5795,3,1,11,0,4,1,4,0
5796,5,1,12,6,4,0,2,1
5797,3,1,5,4,2,1,2,0
5798,3,1,8,0,4,0,5,0
5799,3,0,8,9,4,1,3,0
5800,1,1,9,6,4,0,0,0
5801,4,1,8,8,4,0,2,0
5802,4,1,9,0,4,0,2,1
5803,4,0,9,2,2,0,1,0
5804,0,1,6,10,4,0,0,0
5805,1,1,9,0,4,1,2,0
5806,5,1,9,11,4,1,0,1
5807,5,1,8,2,4,0,2,1
5808,4,1,6,6,4,0,2,0
5809,3,1,9,2,4,0,4,1
5810,4,2,12,8,4,1,2,1
5811,2,1,12,10,4,1,2,0
5812,4,1,10,1,4,1,2,0
5813,7,1,8,8,3,0,5,0
5814,7,1,6,1,4,1,2,0
5815,5,1,13,2,4,1,2,1
5816,5,1,9,6,4,1,2,0
5817,7,1,9,1,4,1,2,0
5818,3,0,13,2,4,1,2,1
5819,3,0,8,9,4,1,2,0
5820,1,1,8,1,4,1,2,0
5821,5,1,13,0,4,0,2,0
5822,5,1,9,11,2,1,2,1
5823,4,2,8,3,4,1,5,1
5824,10,2,12,3,4,1,0,0
5825,1,1,8,10,4,1,2,0
5826,5,1,12,8,4,1,4,1
5827,8,2,8,2,4,1,3,1
5828,3,2,9,1,4,1,3,0
5829,6,1,11,0,1,1,2,0
5830,8,1,9,2,4,1,2,1
5831,3,1,9,0,4,1,2,0
5832,8,2,13,10,4,1,5,0
5833,2,1,9,0,2,1,2,0
5834,7,0,13,8,4,0,2,1
5835,4,1,9,0,2,0,2,1
5836,2,2,8,8,4,1,2,0
5837,7,1,12,2,4,1,5,1
5838,1,1,8,2,0,0,4,0
5839,4,1,8,0,2,0,2,0
5840,3,1,8,4,4,1,2,0
5841,10,2,12,8,4,1,4,0
5842,9,1,13,8,4,1,5,1
5843,1,2,3,1,4,1,2,0
5844,6,1,9,0,4,0,2,0
5845,3,1,12,2,4,1,5,1
5846,8,2,3,3,4,1,4,0
5847,3,1,8,4,4,0,2,0
5848,7,1,9,0,2,0,2,0
5849,1,1,8,10,3,1,2,0
5850,3,1,11,8,4,0,2,0
5851,2,1,9,8,4,0,4,0
5852,6,1,10,8,4,0,2,0
5853,0,1,6,6,4,0,1,0
5854,6,2,8,1,4,1,5,1
5855,1,1,9,1,4,1,2,0
5856,0,1,5,10,4,0,2,0
5857,8,1,8,2,4,1,4,0
5858,1,1,12,0,4,1,2,0
5859,5,1,12,1,4,1,2,1
5860,1,1,12,10,4,0,5,0
5861,2,1,9,10,4,1,3,0
5862,5,1,8,10,4,1,2,0
5863,1,1,8,0,4,0,2,0
5864,7,2,5,1,4,1,2,0
5865,7,1,8,2,4,1,5,1
5866,5,1,8,6,4,1,1,0
5867,2,1,12,8,4,1,4,0
5868,1,0,9,9,4,1,5,0
5869,5,1,8,1,4,0,2,0
5870,5,1,8,0,4,0,2,0
5871,1,1,9,4,4,1,0,0
5872,5,2,13,8,4,1,6,0
5873,4,1,8,1,4,1,2,1
5874,9,2,3,3,4,1,1,0
5875,3,1,8,1,4,1,2,0
5876,0,2,6,6,4,0,0,0
5877,1,1,9,6,4,1,1,0
5878,1,1,12,8,1,0,2,0
5879,8,1,9,1,4,1,2,0
5880,0,1,4,0,2,0,0,0
5881,3,1,9,10,4,0,1,0
5882,1,1,9,0,4,0,0,0
5883,3,1,8,1,4,1,2,0
5884,7,2,9,10,4,1,5,0
5885,0,1,9,9,4,0,1,0
5886,4,0,8,9,4,1,5,0
5887,7,0,8,1,4,1,2,0
5888,10,2,14,8,4,1,1,0
5889,7,1,5,1,4,1,2,0
5890,8,1,15,2,4,1,2,1
5891,4,1,9,12,4,1,3,0
5892,0,1,7,10,4,0,0,0
5893,1,1,9,0,4,0,2,0
5894,2,1,8,0,4,0,2,0
5895,3,1,9,2,2,1,2,0
5896,3,2,8,10,4,1,5,1
5897,3,1,8,10,4,0,2,0
5898,7,1,8,0,4,1,3,1
5899,0,1,8,10,4,1,0,0
5900,4,1,8,0,4,1,3,0
5901,3,1,9,6,4,0,2,0
5902,5,2,13,2,4,0,1,1
5903,1,1,8,8,4,0,2,0
5904,7,0,9,6,2,0,1,0
5905,10,1,8,6,4,0,1,0
5906,5,1,13,8,4,1,2,1
5907,10,2,9,1,4,1,2,0
5908,3,2,8,1,4,1,2,0
5909,3,1,9,5,4,1,2,0
5910,7,1,9,10,4,1,4,1
5911,8,0,13,8,4,1,4,1
5912,1,1,9,0,4,1,0,0
5913,3,1,8,12,2,1,2,0
5914,2,1,6,10,4,1,2,0
5915,3,1,9,2,4,1,5,0
5916,3,1,9,10,4,0,5,0
5917,5,1,12,11,4,0,1,1
5918,4,1,9,1,4,1,2,0
5919,0,1,6,10,4,1,0,0
5920,7,1,12,2,4,1,5,1
5921,8,0,8,2,4,0,2,0
5922,1,0,8,6,2,1,2,0
5923,5,1,12,0,4,0,0,0
5924,3,1,12,8,4,1,2,0
5925,4,1,8,6,4,1,2,0
5926,3,1,10,2,4,1,5,0
5927,0,1,9,10,1,1,0,0
5928,5,2,9,3,4,1,4,0
5929,2,1,9,11,4,1,1,0
5930,4,1,13,10,4,1,4,1
5931,7,1,11,8,4,1,4,1
5932,5,2,8,6,4,0,2,0
5933,1,1,12,0,4,1,1,0
5934,0,1,9,0,4,1,2,0
5935,2,1,9,0,4,0,2,0
5936,8,1,9,1,4,1,2,1
5937,4,1,9,2,4,0,2,1
5938,9,1,12,8,4,1,2,1
5939,3,1,9,0,4,0,2,0
5940,4,1,12,8,4,1,2,1
5941,6,1,8,10,4,0,2,0
5942,5,0,13,8,4,0,3,0
5943,6,1,8,12,4,1,6,1
5944,3,0,8,9,4,1,2,0
5945,5,1,9,11,2,0,2,0
5946,5,1,9,2,4,0,2,0
5947,3,1,12,10,4,1,4,0
5948,3,1,9,2,4,1,2,0
5949,6,0,8,0,4,1,2,1
5950,5,2,3,1,4,1,1,0
5951,1,1,10,2,4,1,2,0
5952,1,1,12,10,4,0,2,0
5953,1,1,8,10,4,1,5,0
5954,7,0,13,8,4,1,2,1
5955,4,1,9,0,4,0,3,0
5956,6,0,11,1,4,1,2,1
5957,3,1,8,12,2,1,2,0
5958,3,1,10,0,4,0,1,0
5959,4,1,9,10,4,1,3,0
5960,7,2,12,10,4,1,3,0
5961,3,1,8,1,4,1,2,0
5962,6,0,8,0,2,0,2,0
5963,10,0,15,8,2,1,0,1
5964,5,1,8,7,4,0,2,0
5965,4,1,11,2,4,0,2,0
5966,7,1,12,5,4,1,1,0
5967,8,0,8,3,4,1,4,0
5968,3,1,11,2,4,0,5,0
5969,7,0,8,0,2,1,2,0
5970,8,1,8,5,4,1,2,0
5971,2,1,8,0,4,0,1,0
5972,1,1,8,4,4,1,0,0
5973,8,1,9,12,4,1,2,1
5974,6,1,12,0,2,0,2,0
5975,3,1,10,1,4,1,4,0
5976,8,1,8,2,4,1,2,0
5977,6,2,8,3,4,1,4,1
5978,2,1,12,2,4,0,2,0
5979,7,2,8,3,4,1,0,0
5980,3,1,12,8,2,1,2,0
5981,6,1,6,12,2,1,2,0
5982,7,2,14,8,4,1,5,1
5983,8,1,12,0,4,1,2,1
5984,3,1,8,12,4,1,7,0
5985,5,1,8,6,2,1,2,0
5986,8,2,9,2,4,1,6,1
5987,6,2,13,2,4,1,4,1
5988,3,1,9,8,4,1,2,1
5989,7,2,9,2,4,0,4,0
5990,4,1,7,6,4,0,2,0
5991,9,1,13,8,1,1,5,0
5992,5,1,8,1,4,1,5,0
5993,0,1,6,4,4,1,1,0
5994,6,2,6,3,4,1,7,0
5995,5,0,12,8,0,0,4,1
5996,3,0,9,8,4,1,2,1
5997,4,1,4,7,4,0,0,0
5998,3,1,9,0,4,0,2,0
5999,1,0,12,11,4,0,2,0
6000,0,1,9,4,4,1,2,0
6001,4,1,12,2,4,1,2,0
6002,2,1,10,6,4,0,2,0
6003,0,2,8,12,4,1,3,0
6004,1,0,12,11,4,1,0,0
6005,8,1,12,0,4,0,7,0
6006,0,1,9,8,4,1,2,0
6007,2,1,12,8,4,0,2,0
6008,0,2,8,3,4,1,6,0
6009,5,1,4,6,4,0,2,0
6010,3,1,8,10,4,1,4,1
6011,1,1,8,10,4,0,2,0
6012,2,1,9,2,4,1,4,0
6013,0,1,6,6,4,1,0,0
6014,7,2,8,1,4,1,5,0
6015,0,1,7,4,4,1,0,0
6016,3,2,10,1,4,1,3,0
6017,4,1,12,8,4,1,3,1
6018,7,0,9,2,4,1,2,1
6019,10,1,8,0,4,0,2,1
6020,4,1,8,3,4,1,2,0
6021,0,1,6,4,4,1,2,0
6022,5,1,8,2,4,0,2,1
6023,3,1,12,10,4,1,2,1
6024,3,1,14,8,2,1,2,0
6025,6,1,8,0,4,0,2,0
6026,5,1,5,6,2,0,1,0
6027,8,1,8,10,4,0,2,0
6028,6,1,8,1,4,1,2,0
6029,5,1,9,10,4,1,1,1
6030,4,1,8,6,4,1,0,0
6031,0,1,8,6,2,1,2,0
6032,5,1,13,2,4,1,6,1
6033,3,0,13,8,4,1,2,0
6034,3,0,9,1,4,1,2,0
6035,2,1,0,3,4,1,1,0
6036,8,1,9,1,4,0,4,0
6037,5,1,8,5,2,0,2,0
6038,0,1,9,10,4,0,1,0
6039,0,1,6,6,4,1,0,0
6040,3,1,9,10,4,1,5,0
6041,10,1,3,6,4,0,1,0
6042,1,2,8,1,4,1,4,0
6043,2,1,12,8,4,1,2,0
6044,8,1,8,2,4,0,1,1
6045,1,1,9,2,4,1,2,0
6046,7,1,8,0,4,0,2,0
6047,0,1,8,5,2,0,2,0
6048,5,1,8,6,4,0,1,0
6049,8,2,8,2,4,1,4,0
6050,7,1,8,0,4,0,2,0
6051,1,1,9,6,4,0,2,0
6052,4,0,9,1,4,1,2,0
6053,2,1,8,5,4,1,5,0
6054,5,0,13,2,4,0,5,1
6055,5,1,9,4,4,1,2,0
6056,8,1,13,8,4,1,2,1
6057,3,1,8,6,2,1,1,0
